Tweet,Message,Match,Polarity
2715, RT    Thanks   for setting up this conversation  Will be bringing insights from our  ABCorridor work alongside,work,positive
2716, RT   Cn  How is Michelle Rempel trending when she has blocked 75  of Canada  Is she day drunk and tweeting again  Has the Buffalo fr,drunk,negative
2717, RT    Dr  Theresa Tam announces new guidelines on Canadians wearing masks in public   An important note she makes  They won,"important,won",positive
2718, Out of approx  2 Million people on Social Assistance  amp  Disability  approx  1 Million lives in ONTARIO    YET,NONE,neutral
2719, RT    Nobody   Twitter for Private University,NONE,neutral
2720, RT    Monsta X just texted this video  to U S Canada fans  saying  You see it here first   Here is the video they sent us for thos,fans,positive
2721, RT     For all the talk of economic recovery in Canada  we need to face the reality that we won t have a recovery in this count,"recovery,won",positive
2722, SenaFact  4  University is fun  but sometimes I skip classes to hang out with friends,NONE,neutral
2723, RT    Up close with Virgil Abloh s first original Swoosh shoe   the Off White x Nike Rubber Dunk    What do you think of the,NONE,neutral
2724, RT      I work for Air Canada  So does that mean that it would be the responsibility of the company to pay the othe,work,positive
2725,,NONE,neutral
2726, RT    Updated by   ha11 to include End Violence Against Women Coalition briefing  covid19  domesticabuse,NONE,neutral
2727, So proud of     Congrats on becoming a Falcon        Classof2020,proud,positive
2728, RT    I am very honored and excited to have received an offer from Mississippi Valley State University,"honored,excited",positive
2729, So you want to take the money from the people who have built this nation on the very pain of their backs  Why,pain,negative
2730, I ve wanted to leave to Canada with my mans and it sounds like the time,like,positive
2731, RT    Virginia s first governor Patrick Henry put the US on the road to Independence with a rousing speech most known for the quot,NONE,neutral
2732, University of Exeter MSc Entrepreneurship and Innovation Management Scholarship,innovation,positive
2733, Maybe someone can help me here  I am a student who had plans of going back to work mid April  but due to COVID 19,work,positive
2734, OMG     HER STUDIES  I STAN,NONE,neutral
2735, RT         zhong feifei  winnie zhong     born may 12th  1996   eggwood culture trainee   chinese congolese   studied intnl r,NONE,neutral
2736, RT   israel  My latest for    Actionable tips for Ontario cannabis stores scrambling to launch curbside pickup and deliveri,scrambling,negative
2737,,NONE,neutral
2738, RT    Excellent thread   ldnont,excellent,positive
2739, Start by playing fair for all who are out of work and have no help from your flawed scheme  Be like Can,"fair,work,like",positive
2740, RT   meagaan  How can anyone be complaining about what Trudeau has or hasn t done during this pandemic so far  The guy is doing as much as,complaining,negative
2741, RT    If you ve been diagnosed with cervical cancer and you biggest worry is the pronouns doctors might use  then you maybe ha,"cancer,worry",negative
2742, Bout time we get a Kaufusi back home  Lol,NONE,neutral
2743, RT      Start by playing fair for all who are out of work and have no help from your flawed scheme  Be like Canada,"fair,work,like",positive
2744, RT    After an amazing talk with   l am blessed and humbled to say that I have received an offer from The University of T,amazing,positive
2745, RT    Yes  So please stop   ing me with posts about how much Trump is benefiting from the pandemic RATFE  dude can t crack 5,NONE,neutral
2746, RT      y t1     He is over 18 sending lewd photos to girls under 18  that is pedophilia  Even if the,lewd,negative
2747, Congratulations Blane,congratulations,positive
2748, RT    NB s 105 cases is the fewest by population among provinces in Canada,NONE,neutral
2749, CANADA,NONE,neutral
2750, Ontario is testing for  COVID19 less than any other province in Canada relative to its size  Premier   s,premier,positive
2751, RT         zhong feifei  winnie zhong     born may 12th  1996   eggwood culture trainee   chinese congolese   studied intnl r,NONE,neutral
2752, Soon to be Mount Marty University  Come join the MoveMent with national championship coaches,NONE,neutral
2753, RT    All praise to Allah  SWT   I ve received a offer from Robert Morris University   RMUFB,praise,positive
2754, RT   LoveLike JESUS    I proudly proclaim my Educational Background  Church  is my University  GOD  is my Principal  JESUS  is my Teacher,NONE,neutral
2755, RT    I applied for EI  amp  filed my very first report via service canada portal  I got a message to call 1 800 531 7555 press,NONE,neutral
2756, RT    I m extremely blessed to say i ve earned an offer from Princeton University,NONE,neutral
2757, RT     Planking the curve   Experts caution Canada is still far from halting COVID 19,NONE,neutral
2758, RT    in 1983 you backed the first vermont gay pride march    in 1972 you protested alongside women for their right to abortion    i,"pride,right",positive
2759, RT    Canada  Attention  Many are wondering why they got two payments from the government this morning  EI CERB   This is normal,NONE,neutral
2760, RT    Celebrate the Class of 2020  Grace plans to attend Ashland University and major in nursing  Grace is in NHS and FFA  Anot,"celebrate,grace",positive
2761, The cap of  1 000 000 payroll also hurts many small businesses,hurts,negative
2762, RT    Does Social Distancing Matter  University of Chicago  Becker Friedman Institute for Economics Working Paper No  2020 2,NONE,neutral
2763, RT    After a conversation with   I am Beyond Blessed to say I have received my first D1 offer from University of New Me,NONE,neutral
2764, Emma the ugly striped rooster from Canada,ugly,negative
